id	stem	gloss	part_of_speech	strongs_list
2930	Shammah	(proper name) man in Gen. 36:13	Noun	H8048
2931	Shammua	(proper name) a man's name	Noun	H8051
2932	shape	(LDV) an object's shape (e.g., round, square, etc.)	Noun	G3444,H7095
2933	Sharar	(proper name) a man's name	Noun	
2934	Sharuhen	(proper name) the name of a town in Joshua 19:6	Noun	
2935	Shaul	(proper name) Simeon's son	Noun	H7586
2936	Shaveh	(proper name) the place in Gen 14	Noun	
2937	Shaveh-Kiriathaim	(proper name) place in Gen 14	Noun	
2938	shawl	(complex) a cloth to keep warm	Noun	
2939	sheaf	(complex) a bunch of wheat, barley, corn, etc. that has been cut and tied	Noun	H6194,H0485,H6016
2940	Shealtiel	(proper name) son of Jeconiah, descendant of David	Noun	
2941	sheath	(complex) the container that a sword is put into	Noun	H5084,H5085
2942	Sheba	(proper name) the place	Noun	H7614
2943	Sheba	(proper name) man in Gen 10/11	Noun	H7614
2944	Shebaniah	(proper name) a man's name	Noun	
2945	Shechem	(proper name) place in Gen 12	Noun	
2946	Shechem	(proper name) the man	Noun	
2947	sheep	(LDV) sheep	Noun	G3374,H2089
2948	sheet	(LDV) covering for a bed	Noun	G5489,H6823
2949	Shekaniah	(proper name) a man's name	Noun	
2950	shekel	(biblical unit) weight: 11.5 grams, 0.4 ounces	Noun	G0694
2951	Shelah	(proper name) the person (Luke 3)	Noun	H8024
2952	Shelemiah	(proper name) a man's name	Noun	
2953	Sheleph	(proper name) man in Gen 11	Noun	H8026
2954	shell	(LDV) the covering of a small sea creature	Noun	H7827
2955	Shell-Publishing	(proper name) name of the company that owns Kande's Story	Noun	
2956	shelter	(LDV) a place where you can rest out of the elements	Noun	H4268
2957	Shem	(proper name) son of Noah	Noun	H8035
2958	Shema	(proper name) the name of a town in Joshua 15:26	Noun	
2959	Shemaiah	(proper name) a man's name	Noun	
2960	Shemeber	(proper name) man in Gen 14	Noun	H8038
2961	Shemida	(proper name) a man's name in Joshua 17:2	Noun	H8062
2962	Shen	(proper name) the name of a place	Noun	
2963	Sheol	(complex) the Hebrew word equivalent to the Greek word Hades; a place of torment for wicked people who died	Noun	
2964	Shephatiah	(proper name) a man's name	Noun	
2965	shepherd	(complex) a man that takes care of sheep	Noun	G4166
2966	Shepho	(proper name) man in Gen. 36:23	Noun	H8195
2967	Sherebiah	(proper name) a man's name	Noun	
2968	Sheshai	(proper name) a man's name in Judges 1:10	Noun	H8344
2969	Sheshbazzar	(proper name) a man's name	Noun	
2970	Shethar	(proper name) a man's name	Noun	H8370,H8369
2971	Shethar-Bozenai	(proper name) a man's name	Noun	
2972	Sheva	(proper name) a man's name	Noun	
2973	Shibah	(proper name) the well in Gen 26	Noun	
2974	Shibboleth	(proper name) a Hebrew word in Judges 12:6	Noun	
2975	shield	(complex) a shield used for protection in a fight	Noun	H4043
2976	shigionoth	(proper name) an unknown Hebrew word in Habakkuk 3:1; it's possibly a literary or musical term	Noun	
2977	Shihor-Libnath	(proper name) the name of a town in Joshua 19:26	Noun	
2978	Shikkeron	(proper name) the name of a city in Joshua 15:11	Noun	
2979	Shilhim	(proper name) the name of a town in Joshua 15:32	Noun	
2980	Shillem	(proper name) man in Gen. 46:24	Noun	H8016
2981	Shiloh	(proper name) Gen. 49:10, a possible reference to the Messiah	Noun	H7886
2982	Shiloh	(proper name) the name of a city in Judges 21:19	Noun	H7886
2983	Shimeah	(proper name) a man's name	Noun	
2984	Shimei	(proper name) Levi's grandson	Noun	
2985	Shimron	(proper name) man in Gen. 46:13	Noun	H8117
2986	Shimron-Meron	(proper name) the name of a city in Joshua 12:20	Noun	
2987	Shimshai	(proper name) a man's name	Noun	H8124
2988	Shinab	(proper name) man in Gen 14	Noun	H8134
2989	Shinar	(proper name) the name of a region	Noun	H8152
2990	Shion	(proper name) the name of a town in Joshua 19:19	Noun	
2991	ship	(LDV) a large boat	Noun	H0591,H6716
2992	Shiphrah	(proper name) a woman's name in Exodus 1:15	Noun	
2993	shirt	(LDV) a shirt	Noun	H3801
2994	Shisha	(proper name) a man's name	Noun	
2995	Shittim	(proper name) name of a place in Joshua 2:1	Noun	
2996	Shobab	(proper name) a man's name	Noun	H7727
2997	Shobai	(proper name) a man's name	Noun	
2998	Shobak	(proper name) a man's name	Noun	H7731
2999	Shobal	(proper name) man in Gen. 36:20	Noun	H7732
3000	Shobek	(proper name) a man's name	Noun	
3001	Shobi	(proper name) a man's name	Noun	H7629
3002	shoe	(LDV) that which is worn on the feet	Noun	H5431
3003	shore	(LDV) the shore of a body of water	Noun	G2027,H4231,H4664,G0773,H3381
3004	shoulder	(LDV) the shoulder	Noun	H3802,G5606
3005	Shua	(proper name) man in Gen. 38:2	Noun	H7770
3006	Shuah	(proper name) man in Gen 25	Noun	
3007	Shual	(proper name) the name of a place	Noun	
3008	Shunem	(proper name) the name of a town in Joshua 19:18	Noun	H7767
3009	Shuni	(proper name) man in Gen. 46:16	Noun	H7765
3010	Shur	(proper name) a desert near the Red Sea	Noun	
3011	Sia	(proper name) a man's name	Noun	H5517
3012	Sibbekai	(proper name) a man's name	Noun	
3013	Sibboleth	(proper name) a Hebrew word in Judges 12:6	Noun	
3014	Sibmah	(proper name) the name of a town in Joshua 13:19	Noun	
3015	sickle	(complex) a tool for harvesting grain	Noun	H2770,H4038
3016	Siddim	(proper name) name of a Valley in Gen 14	Noun	H7708
3017	side	(LDV) the side of something	Noun	H7859,H0681,G3900,G3953,H6654
3018	Sidon	(proper name) the place	Noun	G4606
3019	Sidon	(proper name) man in Gen 10	Noun	G4606
3020	Sidonian	(proper name) a person from Sidon	Noun	G4606
3021	sign	(complex) the impression or mark made by a king's ring	Noun	G4953,H3487
3022	sign	(LDV) a thing or an event that has a specific meaning (The rainbow is a sign.)	Noun	G4953,H3487
3023	sign	(LDV) a piece of wood with a message written on it	Noun	G4953,H3487
3024	Sihon	(proper name) a king's name in Joshua 2:10	Noun	
3025	Silas	(proper name) a man's name in 1 Thessalonians 1:1	Noun	G4609
3026	Siloam	(proper name) the place in Luke 13:4	Noun	G4611
3027	Silvanus	(proper name) a man's name	Noun	G4610
3028	silver	(LDV) the substance silver	Noun	H3701,G0696
3029	Simeon	(proper name) a man's name	Noun	
3030	Simeon	(proper name) the name of a tribe	Noun	
3031	Simon	(proper name) a man's name	Noun	G4613
3032	Simon-Iscariot	(proper name) the father of Judas-Iscariot	Noun	
3033	Simon-Peter	(proper name) another name for Simon, the disciple	Noun	
3034	sin	(complex) a bad action, transgression	Noun	G0266,G0265,H5512,G4258
3035	sin	(complex) includes all sins (Sin was in the world.)	Noun	G0266,G0265,H5512,G4258
3036	Sin	(proper name) the name of a place (Ex 16:1)	Noun	G0266,G0265,H5512,G4258
3037	Sinai	(proper name) the name of a mountain and a desert in Exodus	Noun	H5514
3038	Sinite	(proper name) a Sinite person	Noun	H5513
3039	sinner	(complex) a person who routinely lives badly	Noun	G0268
3040	Siphmoth	(proper name) the name of a town	Noun	
3041	Sirah	(proper name) the name of a place	Noun	H5626
3042	Sisera	(proper name) a man's name in Judges 4:2	Noun	H5516
3043	sister	(LDV) older female sibling	Noun	G0079,H2994,H0269
3044	sister	(LDV) younger female sibling	Noun	G0079,H2994,H0269
3045	sister	(LDV) generic term that includes both older and younger sisters	Noun	G0079,H2994,H0269
3046	sister	(complex) title used for addressing women (My brothers and sisters, ...); paired with 'friend' or 'person' or NULL (if brothers are also mentioned)	Noun	G0079,H2994,H0269
3047	Sithri	(proper name) a man's name in Exodus 6:22	Noun	
3048	Sitnah	(proper name) the name of a well in Gen 26	Noun	H7856
3049	Sivan	(proper name) the name of a month in Esther 8:9	Noun	H5510
3050	size	(LDV) how big or small an object is (The size of the table was ...)	Noun	H7260,H4026,G4172,H4705,H7116
3051	skill	(LDV) ability	Noun	G5078,G5429
3052	skin	(LDV) the skin of a person or animal	Noun	H2573,H5035,H5785,H2085
3053	skin	(LDV) the skin of fruit or vegetables	Noun	H2573,H5035,H5785,H2085
3054	skull	(complex) the bones of a person's or animal's head	Noun	H1538,G2898,G1115
3055	sky	(LDV) the sky (atmosphere)	Noun	G1356,G3772,H8064,H6183
3056	sky	(LDV) place where stars are; generated in English as 'the heavens'	Noun	G1356,G3772,H8064,H6183
3057	slave	(LDV) a laborer owned by someone, stressing the bondage (compare with servant-B)	Noun	G1401
3058	sleep	(LDV) the natural state of resting your mind and body, usually at night	Noun	G5258,H8142,H8153
3059	sling	(complex) an ancient weapon for hurling stones	Noun	H7050,H7049
3060	smell	(LDV) odor (The smell of dead bodies filled the room.)	Noun	G3750,H0887
3061	smoke	(LDV) smoke	Noun	H6227,G2586,H6999,H6225
3062	Smyrna	(proper name) the name of a city	Noun	
3063	snake	(LDV) the reptile	Noun	G3789,H5175
3064	snare	(complex) a trap, something that tricks someone into a difficult situation	Noun	H7407,H4434
3065	snow	(LDV) snow that falls from the sky - used in similes to indicate 'white'	Noun	G5510,H8517
3066	soap	(LDV) used for cleaning things	Noun	H1253,H8562
3067	Socoh	(proper name) the name of a town in Joshua 15:35	Noun	
3068	Sodom	(proper name) the place	Noun	
3069	soil	(LDV) dirt that plants grow in	Noun	H0127,H1351,G4510,H2610,H2936
3070	Sokoh	(proper name) the name of a place	Noun	H7755
3071	soldier	(LDV) a military soldier	Noun	G1187,H5068,G3800,H7273,H5431
3072	Solomon	(proper name) son of David	Noun	G4672
3073	son	(LDV) a young male child of a parent, not an adult	Noun	H1247,H1121,G0923,G0918
3074	son	(complex) define as literal 'son' or dynamic 'child'; used in Proverbs	Noun	H1247,H1121,G0923,G0918
3075	son	(LDV) an adult male child of a parent	Noun	H1247,H1121,G0923,G0918
3076	Son	(proper name) a title reserved soley for Jesus, emphasizes that Jesus is God's Son	Noun	H1247,H1121,G0923,G0918
3077	son-in-law	(complex) son in law	Noun	
3078	Son-of-David	(proper name) a title for Christ	Noun	
3079	Son-of-God	(proper name) a title of Christ	Noun	
3080	Son-of-Man	(proper name) a title of Christ, also used in the OT, emphasizes his humanity	Noun	
3081	song	(LDV) a song	Noun	H7892,H2158
3082	Song-of-Solomon	(proper name) the name of the Bible book	Noun	
3083	Sopater	(proper name) a man's name	Noun	
3084	Sophereth	(proper name) a man's name	Noun	H5618
3085	sorcerer	(complex) a person who uses magic and receives help from demons	Noun	
3086	sore	(complex) a skin problem (John has a sore on his hand.)	Noun	H4205
3087	Sorek	(proper name) the name of a valley in Judges 16:4	Noun	H7796
3088	Sosthenes	(proper name) a man's name	Noun	G4988
3089	Sotai	(proper name) a man's name	Noun	H5479
3090	soul	(complex alternate) the complete, living being of a person, opposed to the body	Noun	H8210,G4561,G4151,H7953,G4638
3091	sound	(LDV) a sound	Noun	H1999,H1998,G4377,G2727
3092	south	DELETE - use 'southern region'  the compass direction	Noun	
3093	space	(LDV) an area that's empty	Noun	G5550,G1333,H7947
3094	span	(biblical unit) length: 23 centimeters, 9 inches	Noun	H2947,H2948,H2239,H1574
3095	sparrow	(complex) a type of small bird	Noun	G4765
3096	spear	(complex) a spear used by a soldier	Noun	H6112
3097	speech	(complex) a talk, especially a formal one about a particular subject, given to a group of people	Noun	H3961
3098	spice	(simple) used in cooking or for annointing body for burial	Noun	H2590
3099	spirit	(LDV) the spirit of a person	Noun	G1142,G5545,G2473,G4561,G4151
3100	spirit	(LDV) a creature without a body	Noun	G1142,G5545,G2473,G4561,G4151
3101	Spirit	(proper name) the Spirit of God (Judges 3:10)	Noun	G1142,G5545,G2473,G4561,G4151
3102	sponge	(complex) a porous material that absorbs liquid	Noun	G4699
3103	spouse	(complex) husband or wife	Noun	H2181
3104	spring	(complex) a spring of water; water that comes from the ground	Noun	H7091,H1801,H4456,G2177,G1814
3105	spring	(LDV) the season that follows winter	Noun	H7091,H1801,H4456,G2177,G1814
3106	spy	(complex) a person who secretly gathers information about someone	Noun	H7789
3107	square	(complex) a large open area where people in a town meet	Noun	H2672,G1327,G4113,G5068
3108	stable	(complex) a building where animals stay	Noun	G0949
3109	stadion	(biblical unit) distance: 185 meters, 607 feet	Noun	
3110	staff	(complex) a walking stick, or shepherd's stick, or a stick that someone carries routinely	Noun	
3111	stair	(complex) with steps for walking up/down	Noun	H5551
3112	stalk	(complex) the long thin part of a plant that the leaves and grain grow from	Noun	G2562
3113	star	(LDV) a star (in the sky)	Noun	H3556,G0792
3114	statue	(complex) an object shaped like a person or animal, usually made of stone, wood, or metal	Noun	H5333,H3594,G1504,G5179,G5480
3115	step	(LDV) a step in a staircase	Noun	H4703,H0838,G0898,H5930,G0968
3116	step	(LDV) the distance covered when you take one step (John walked for six steps.)	Noun	H4703,H0838,G0898,H5930,G0968
3117	Stephen	(proper name) a man's name	Noun	
3118	stew	(complex) food made by cooking meat and vegetables in liquid for a long time	Noun	
3119	stick	(LDV) a thin branch from a bush or tree	Noun	G1385,G4464,H1693
3120	stick	(LDV) a thin piece of wood like the shaft of an arrow	Noun	G1385,G4464,H1693
3121	stomach	(LDV) the front part of the body below the chest; not the organ	Noun	G1064
3122	stone	(LDV) a stone or rock	Noun	H4773,H0068,H6864,G3037,G3038
3123	stone	(LDV) the material (a stone jar)	Noun	H4773,H0068,H6864,G3037,G3038
3124	Stone-of-Bohan	(proper name) the name of a place in Joshua 18:17	Noun	
3125	Stone-of-Zoheleth	(proper name) the name of a place	Noun	
3126	store	(LDV) place where goods are sold	Noun	H0686,H3647
3127	storeroom	(complex) a room where things are stored	Noun	
3128	storm	(LDV) a storm	Noun	H5311,G2148,G5493,H8175,G5492
3129	story	(LDV) a true story	Noun	G3026,H7713,H5944,H5952,G5253
3130	story	(LDV) a story that did not actually happen	Noun	G3026,H7713,H5944,H5952,G5253
3131	Straight	(proper name) the name of a street in Acts 9:11	Noun	H1777,H3477,G2117
3132	stranger	(LDV) a person that you do not know	Noun	
3133	strap	(complex) the straps of a sandle	Noun	G2438
3134	straw	(complex) long dry grass that animals eat and sleep on	Noun	H4963,H7179
3135	stream	(LDV) flowing water, a small river	Noun	H3105,H5104,H2988,H5158,H0180
3136	stream-Egypt	(proper name) a stream (wadi) in Joshua 15:47	Noun	
3137	street	(LDV) a street in a city	Noun	H7784
3138	strength	(LDV) physical power	Noun	H0410,H2632,G4516,H0555,H5797
3139	string	(LDV) several threads twisted together, used to tie one thing to another thing	Noun	H2339,H8270,H2338
3140	string	(LDV) a string on a musical instrument	Noun	H2339,H8270,H2338
3141	string	(LDV) a string on a bow, made of animal sinews, linen, or hemp	Noun	H2339,H8270,H2338
3142	stripe	(complex) a long, thin marking	Noun	
3143	structure	(LDV) any man-made structure	Noun	H1140,H3338,H8403
3144	student	(LDV) a student	Noun	
3145	substance	(LDV) material of any type	Noun	G3776
3146	Succoth	(proper name) a place in Egypt	Noun	
3147	Sukkoth	(proper name) the name of city in Joshua 13:27	Noun	
3148	sulfur	(complex) a substance that burns	Noun	
3149	summer	(LDV) the season of the year	Noun	G3703,G2330,H0307
3150	Summer-Institute-of-Linguistics	(proper name) the organization	Noun	
3151	sun	(LDV) the sun	Noun	H2553,G1424,H8121,H8122
3152	Sunday	(proper name) the first day of the week	Noun	
3153	sunrise	(complex) time at sunrise, dawn	Noun	H4217
3154	sunset	(complex) time at sunset, dusk	Noun	H3117,H3996
3155	surface	(LDV) the top layer of something	Noun	H8414,G4383,H4548,H3331,G5559
3156	Susa	(proper name) the name of a city	Noun	
3157	Susanna	(proper name) the person (Luke 8:3)	Noun	
3158	sword	(LDV) a sword	Noun	H4380
3159	Sychar	(proper name) the name of a town	Noun	
3160	synagogue	(complex) a Jewish church (building)	Noun	G0752,G1577,G4864
3161	Syntyche	(proper name) the person (Phil 4:2)	Noun	G4941
3162	Syracuse	(proper name) the name of a town	Noun	G4946
3163	Syria	(proper name) the place, the country	Noun	H2371,G4949,H0760,G4948,H2023
3164	Syria	(proper name) the nation	Noun	H2371,G4949,H0760,G4948,H2023
3165	Syrtis	(proper name) the name of a beach	Noun	G4950
